ID,Education,Experience,Income
4766,1,34,82
4767,1,15,54
4768,1,9,45
4769,2,14,39
4770,1,2,20
4771,3,5,93
4772,3,11,85
4773,1,2,95
4774,2,28,48
4775,3,32,22
4776,3,14,33
4777,3,23,40
4778,2,8,30
4779,1,27,22
4780,3,14,20
4781,2,20,49
4782,2,9,25
4783,1,0,150
4784,1,19,32
4785,1,28,9
4786,3,5,23
4787,1,12,18
4788,2,22,42
4789,1,10,39
4790,2,34,84
4791,3,11,101
4792,1,35,43
4793,1,10,28
4794,1,21,59
4795,3,30,29
4796,1,21,39
4797,3,0,42
4798,1,11,24
4799,3,20,62
4800,1,20,33
4801,1,7,73
4802,1,10,88
4803,1,11,58
4804,3,24,48
4805,2,32,40
4806,1,6,160
4807,1,37,39
4808,1,14,53
4809,2,16,32
4810,2,19,32
4811,1,34,11
4812,3,12,123
4813,3,4,184
4814,2,23,60
4815,3,34,41
4816,1,32,99
4817,2,24,83
4818,1,22,134
4819,2,19,85
4820,1,6,41
4821,3,17,44
4822,1,6,62
4823,1,36,149
4824,3,21,115
4825,1,6,25
4826,1,32,84
4827,3,31,81
4828,1,6,181
4829,3,28,62
4830,3,7,11
4831,3,12,60
4832,3,6,42
4833,2,4,83
4834,1,24,109
4835,1,23,70
4836,1,39,25
4837,3,24,72
4838,1,10,183
4839,1,30,44
4840,1,8,52
4841,2,9,18
4842,1,35,40
4843,2,23,174
4844,2,34,41
4845,1,6,81
4846,1,21,128
4847,2,10,135
4848,2,11,65
4849,1,32,145
4850,3,25,65
4851,1,39,119
4852,1,31,124
4853,3,12,33
4854,1,19,41
4855,1,20,105
4856,1,32,130
4857,3,31,80
4858,2,13,115
4859,3,24,62
4860,3,8,165
4861,2,25,34
4862,3,24,18
4863,1,7,44
4864,2,35,25
4865,3,16,52
4866,2,24,133
4867,1,17,71
4868,3,12,61
4869,3,27,62
4870,3,39,33
4871,2,30,28
4872,1,22,53
4873,2,3,69
4874,1,35,165
4875,3,0,75
4876,1,36,54
4877,3,19,142
4878,3,29,53
4879,1,9,41
4880,1,15,43
4881,1,32,79
4882,3,32,24
4883,1,19,73
4884,3,13,129
4885,3,34,50
4886,1,30,28
4887,3,26,64
4888,3,15,49
4889,1,1,121
4890,3,28,58
4891,3,35,51
4892,1,31,61
4893,3,19,35
4894,3,12,39
4895,3,22,74
4896,1,20,201
4897,1,15,81
4898,1,18,44
4899,3,26,19
4900,3,29,85
4901,1,1,74
4902,2,0,54
4903,1,8,58
4904,2,15,18
4905,1,40,88
4906,1,37,19
4907,3,28,49
4908,2,9,101
4909,1,16,138
4910,2,16,25
4911,1,22,120
4912,1,22,153
4913,2,26,28
4914,3,4,110
4915,1,39,94
4916,2,24,48
4917,1,5,123
4918,2,10,33
4919,2,25,42
4920,1,16,68
4921,3,16,28
4922,3,11,42
4923,1,5,28
4924,1,15,73
4925,1,12,89
4926,2,39,82
4927,2,13,83
4928,2,19,121
4929,3,33,28
4930,1,36,39
4931,2,38,110
4932,3,27,55
4933,1,35,111
4934,1,23,94
4935,3,0,85
4936,1,33,81
4937,3,20,94
4938,1,8,162
4939,3,35,80
4940,2,29,70
4941,1,22,19
4942,2,4,112
4943,1,26,109
4944,2,0,12
4945,2,24,33
4946,1,18,49
4947,2,26,42
4948,1,13,41
4949,1,20,43
4950,1,5,64
4951,1,23,19
4952,3,27,65
4953,3,3,53
4954,1,21,32
4955,1,19,22
4956,3,37,39
4957,3,13,59
4958,3,-1,50
4959,3,26,19
4960,2,27,55
4961,3,28,81
4962,3,14,108
4963,3,20,122
4964,3,6,98
4965,1,27,110
4966,2,5,33
4967,1,17,34
4968,2,16,69
4969,1,32,41
4970,3,19,60
4971,2,13,95
4972,3,28,73
4973,3,32,41
4974,3,1,68
4975,2,33,64
4976,2,11,29
4977,2,5,31
4978,3,15,54
4979,3,27,63
4980,2,26,92
4981,1,5,135
4982,1,9,195
4983,1,10,45
4984,1,26,72
4985,3,1,98
4986,2,23,30
4987,3,6,78
4988,2,23,43
4989,1,8,85
4990,3,0,38
4991,3,25,58
4992,2,25,92
4993,3,5,13
4994,1,21,218
4995,3,40,75
4996,3,3,40
4997,1,4,15
4998,3,39,24
4999,2,40,49
5000,1,4,83
